Time (ms),Stage,PosX (m),PosY (m),PosZ (m),VeloX (m/s),VeloY (m/s),VeloZ (m/s),AccelX (m/s^2),AccelY (m/s^2),AccelZ (m/s^2),Bar Altitude,Bar Pressure,Bar Temperature,GPS Longitude,GPS Latitude,GPS Altitude,GPS PosX,GPS PosY,GPS PosZ,GPS Heading Angle,GPS Satellites,IMU AccelX,IMU AccelY,IMU AccelZ,IMU AngVeloX,IMU AngVeloY,IMU AngVeloZ,IMU MagX,IMU MagY,IMU MagZ,IMU OrientationW,IMU OrientationX,IMU OrientationY,IMU OrientationZ,IMU Roll,IMU Pitch,IMU Yaw,PWM,Target Lat,Target Long,Goal Angle,BNO Calibration Sys,BNO Calibration Accel,BNO Calibration Gryo,BNO Calibration Mag
20.11,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.68,100401.69,24.50,0.00,0.00,0.00,,,0.00,0.00,0,-0.55,0.38,9.65,8.81,5.62,29.62,5.50,-49.88,-12.38,0.66,0.74,0.07,0.14,95.75,-6.31,16.76,-70.95,0.00,0.00,0.00,1,0,3,3
20.12,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.68,100401.69,24.50,0.00,0.00,0.00,,,0.00,0.00,0,-0.56,0.37,9.50,2.12,4.81,28.06,5.50,-49.88,-12.38,0.66,0.74,0.07,0.14,95.82,-6.87,16.81,-60.05,0.00,0.00,0.00,1,0,3,3
20.14,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.68,100401.69,24.50,0.00,0.00,0.00,,,0.00,0.00,0,-0.70,0.19,9.05,-1.06,4.38,26.94,5.50,-49.88,-12.38,0.66,0.74,0.07,0.14,95.81,-7.14,16.82,-56.85,0.00,0.00,0.00,1,0,3,3
20.15,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.68,100401.69,24.50,0.00,0.00,0.00,,,0.00,0.00,0,-0.79,0.16,9.03,-3.81,3.81,25.94,5.50,-49.88,-12.38,0.66,0.74,0.07,0.15,95.77,-7.39,16.84,-52.36,0.00,0.00,0.00,1,0,3,3
20.16,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.68,100401.69,24.50,0.00,0.00,0.00,,,0.00,0.00,0,-0.90,0.07,9.09,-6.31,3.56,25.44,6.56,-50.56,-14.38,0.66,0.74,0.06,0.15,95.71,-7.64,16.84,-50.14,0.00,0.00,0.00,1,0,3,3
20.18,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.63,100401.69,24.50,0.00,0.00,0.00,,,0.00,0.00,0,-1.02,-0.07,9.22,-10.62,2.94,26.88,6.56,-50.56,-14.38,0.66,0.74,0.06,0.15,95.52,-8.15,16.86,-45.92,0.00,0.00,0.00,1,0,3,3
20.19,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.63,100401.16,24.50,0.00,0.00,0.00,,,0.00,0.00,0,-1.05,-0.12,9.26,-12.62,3.00,28.56,6.56,-50.56,-14.38,0.66,0.74,0.06,0.15,95.40,-8.43,16.86,-43.38,0.00,0.00,0.00,1,0,3,3
20.20,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.63,100401.16,24.50,0.00,0.00,0.00,,,0.00,0.00,0,-1.00,-0.15,9.32,-14.00,3.31,30.25,6.56,-50.56,-14.38,0.66,0.74,0.06,0.15,95.30,-8.54,16.85,-41.79,0.00,0.00,0.00,1,0,3,3
20.22,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.63,100401.16,24.50,0.00,0.00,0.00,,,0.00,0.00,0,-0.84,-0.34,9.41,-14.81,3.50,31.31,5.88,-49.69,-14.06,0.66,0.73,0.05,0.16,95.02,-9.15,16.87,-40.64,0.00,0.00,0.00,1,0,3,3
20.23,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.63,100401.16,24.50,0.00,0.00,0.00,,,0.00,0.00,0,-0.81,-0.42,9.31,-12.38,3.62,31.12,5.88,-49.69,-14.06,0.66,0.73,0.05,0.16,94.90,-9.46,16.88,-38.90,0.00,0.00,0.00,1,0,3,3
20.24,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.63,100401.16,24.50,0.00,0.00,0.00,,,0.00,0.00,0,-0.87,-0.50,9.21,-9.56,3.69,30.06,5.88,-49.69,-14.06,0.66,0.73,0.05,0.16,94.80,-9.76,16.89,-37.95,0.00,0.00,0.00,1,0,3,3
20.25,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.63,100401.16,24.50,0.00,0.00,0.00,,,0.00,0.00,0,-1.06,-0.58,9.24,-6.44,3.69,28.88,5.88,-49.69,-14.06,0.66,0.73,0.05,0.16,94.74,-10.04,16.91,-37.87,0.00,0.00,0.00,1,0,3,3
20.26,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.63,100401.16,24.50,0.00,0.00,0.00,,,0.00,0.00,0,-1.01,-0.56,9.14,-3.38,4.12,28.12,6.19,-50.06,-14.75,0.66,0.73,0.05,0.16,94.70,-10.31,16.92,-37.39,0.00,0.00,0.00,1,0,3,3
20.28,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.63,100401.16,24.50,0.00,0.00,0.00,,,0.00,0.00,0,-1.21,-0.61,9.23,1.75,4.38,27.56,6.19,-50.06,-14.75,0.66,0.73,0.04,0.17,94.71,-10.85,16.97,-37.59,0.00,0.00,0.00,1,0,3,3
20.29,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.63,100401.16,24.50,0.00,0.00,0.00,,,0.00,0.00,0,-1.21,-0.65,9.39,3.62,3.12,27.44,6.19,-50.06,-14.75,0.66,0.73,0.04,0.17,94.69,-10.87,16.99,-37.34,0.00,0.00,0.00,1,0,3,3
20.30,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.63,100401.16,24.50,0.00,0.00,0.00,,,0.00,0.00,0,-1.23,-0.59,9.22,5.50,1.12,27.44,6.19,-50.06,-14.75,0.66,0.73,0.04,0.17,94.70,-10.88,16.99,-36.76,0.00,0.00,0.00,0,0,3,3
20.32,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.63,100401.16,24.50,0.00,0.00,0.00,,,0.00,0.00,0,-1.14,-0.52,9.16,7.44,-0.69,27.38,5.88,-50.25,-15.56,0.66,0.73,0.04,0.17,94.74,-10.90,16.96,-35.07,0.00,0.00,0.00,0,0,3,3
20.33,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.63,100401.16,24.50,0.00,0.00,0.00,,,0.00,0.00,0,-1.06,-0.52,8.85,10.25,-1.94,26.69,5.88,-50.25,-15.56,0.66,0.73,0.04,0.17,94.90,-11.18,16.89,-32.51,0.00,0.00,0.00,0,0,3,3
20.34,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.63,100401.16,24.50,0.00,0.00,0.00,,,0.00,0.00,0,-1.12,-0.53,8.72,11.56,-3.81,25.38,5.88,-50.25,-15.56,0.65,0.74,0.04,0.17,95.03,-11.42,16.83,-30.93,0.00,0.00,0.00,0,0,3,3
20.35,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.63,100401.16,24.50,0.00,0.00,0.00,,,0.00,0.00,0,-1.22,-0.36,8.59,12.69,-6.56,24.25,5.88,-50.25,-15.56,0.65,0.74,0.04,0.17,95.17,-11.65,16.75,-28.57,0.00,0.00,0.00,0,0,3,3
20.37,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.63,100401.16,24.50,0.00,0.00,0.00,,,0.00,0.00,0,-1.27,-0.36,8.55,13.38,-9.50,22.31,5.88,-50.88,-16.38,0.65,0.74,0.04,0.17,95.48,-12.07,16.52,-21.57,0.00,0.00,0.00,0,0,3,3
20.38,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.52,100399.75,24.50,0.00,0.00,0.00,,,0.00,0.00,0,-1.38,-0.34,8.65,12.75,-10.12,21.56,5.88,-50.88,-16.38,0.65,0.74,0.03,0.17,95.63,-12.26,16.39,-20.67,0.00,0.00,0.00,0,0,3,3
20.39,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.52,100399.75,24.50,0.00,0.00,0.00,,,0.00,0.00,0,-1.52,-0.37,9.00,12.06,-11.06,21.12,5.88,-50.88,-16.38,0.65,0.74,0.03,0.17,95.77,-12.45,16.27,-21.59,0.00,0.00,0.00,0,0,3,3
20.41,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.52,100399.75,24.50,0.00,0.00,0.00,,,0.00,0.00,0,-1.53,-0.40,9.22,9.69,-13.81,20.44,5.06,-50.75,-16.38,0.65,0.74,0.03,0.17,96.02,-12.82,15.95,-10.18,0.00,0.00,0.00,0,0,3,3
20.42,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.52,100399.75,24.50,0.00,0.00,0.00,,,0.00,0.00,0,-1.63,-0.42,9.43,7.62,-14.12,20.38,5.06,-50.75,-16.38,0.65,0.74,0.03,0.17,96.12,-13.00,15.79,-9.11,0.00,0.00,0.00,0,0,3,3
20.43,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.52,100399.75,24.50,0.00,0.00,0.00,,,0.00,0.00,0,-1.66,-0.46,9.41,7.50,-13.75,20.19,5.06,-50.75,-16.38,0.64,0.74,0.02,0.18,96.35,-13.36,15.47,-10.20,0.00,0.00,0.00,0,0,3,3
20.45,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.48,100399.27,24.50,0.00,0.00,0.00,,,0.00,0.00,0,-1.75,-0.50,9.81,9.12,-13.38,19.25,5.06,-50.75,-16.38,0.64,0.74,0.02,0.18,96.47,-13.53,15.32,-5.50,0.00,0.00,0.00,0,0,3,3
20.46,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.48,100399.27,24.50,0.00,0.00,0.00,,,0.00,0.00,0,-1.89,-0.46,10.26,10.19,-12.44,18.81,4.38,-50.00,-16.75,0.64,0.75,0.02,0.18,96.61,-13.70,15.17,-3.79,0.00,0.00,0.00,0,0,3,3
20.47,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.48,100399.27,24.50,0.00,0.00,0.00,,,0.00,0.00,0,-1.94,-0.50,10.38,10.69,-10.00,18.31,4.38,-50.00,-16.75,0.64,0.75,0.02,0.18,96.74,-13.86,15.05,-8.73,0.00,0.00,0.00,0,0,3,3
20.49,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.48,100399.27,24.50,0.00,0.00,0.00,,,0.00,0.00,0,-2.06,-0.49,10.61,10.69,-5.06,18.62,4.38,-50.00,-16.75,0.64,0.75,0.02,0.18,96.99,-14.21,14.89,-8.20,0.00,0.00,0.00,0,0,3,3
20.50,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.48,100399.27,24.50,0.00,0.00,0.00,,,0.00,0.00,0,-2.24,-0.73,11.21,10.69,-3.56,19.25,4.38,-50.00,-16.75,0.64,0.75,0.01,0.18,97.10,-14.38,14.83,-7.57,0.00,0.00,0.00,0,0,3,3
20.51,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.59,100400.70,24.51,0.00,0.00,0.00,,,0.00,0.00,0,-2.34,-0.71,11.51,10.25,-2.06,20.00,2.88,-51.19,-16.50,0.64,0.75,0.01,0.18,97.21,-14.58,14.79,-8.69,0.00,0.00,0.00,0,0,3,3
20.52,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.59,100400.70,24.51,0.00,0.00,0.00,,,0.00,0.00,0,-2.47,-0.67,11.80,9.81,-0.12,20.56,2.88,-51.19,-16.50,0.64,0.75,0.01,0.18,97.41,-14.98,14.74,-16.93,0.00,0.00,0.00,0,0,3,3
20.54,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.59,100400.70,24.51,0.00,0.00,0.00,,,0.00,0.00,0,-2.46,-0.75,12.19,9.50,3.44,21.19,2.88,-51.19,-16.50,0.64,0.75,0.01,0.18,97.50,-15.19,14.75,-17.24,0.00,0.00,0.00,0,0,3,3
20.55,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.59,100400.70,24.51,0.00,0.00,0.00,,,0.00,0.00,0,-2.39,-0.78,11.95,10.00,5.31,20.62,2.88,-51.19,-16.50,0.63,0.75,0.01,0.18,97.59,-15.39,14.78,-19.68,0.00,0.00,0.00,0,0,3,3
20.57,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.59,100400.70,24.51,0.00,0.00,0.00,,,0.00,0.00,0,-2.38,-0.79,11.74,11.00,7.38,19.81,3.25,-50.06,-15.25,0.63,0.75,0.01,0.19,97.68,-15.60,14.83,-22.94,0.00,0.00,0.00,0,0,3,3
20.58,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.61,100400.88,24.51,0.00,0.00,0.00,,,0.00,0.00,0,-2.34,-0.66,11.59,11.06,12.12,18.19,3.25,-50.06,-15.25,0.63,0.75,0.01,0.19,97.85,-15.98,15.00,-29.70,0.00,0.00,0.00,0,0,3,3
20.59,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.61,100400.88,24.51,0.00,0.00,0.00,,,0.00,0.00,0,-2.53,-0.74,11.66,10.31,14.44,17.44,3.25,-50.06,-15.25,0.63,0.75,0.01,0.19,97.92,-16.16,15.12,-33.25,0.00,0.00,0.00,0,0,3,3
20.60,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.61,100400.88,24.51,0.00,0.00,0.00,,,0.00,0.00,0,-2.71,-0.87,12.07,9.50,17.00,17.44,3.25,-50.06,-15.25,0.63,0.75,0.01,0.19,97.97,-16.35,15.26,-36.91,0.00,0.00,0.00,0,0,3,3
20.62,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.61,100400.88,24.51,0.00,0.00,0.00,,,0.00,0.00,0,-2.82,-0.97,12.20,9.06,19.06,17.56,1.38,-51.50,-15.25,0.63,0.75,0.01,0.19,98.01,-16.55,15.43,-41.47,0.00,0.00,0.00,0,0,3,3
20.63,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.61,100400.88,24.51,0.00,0.00,0.00,,,0.00,0.00,0,-2.90,-1.13,12.44,11.38,20.56,18.38,1.38,-51.50,-15.25,0.63,0.75,0.01,0.20,98.12,-16.95,15.78,-49.24,0.00,0.00,0.00,0,0,3,3
20.64,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.57,100400.34,24.51,0.00,0.00,0.00,,,0.00,0.00,0,-2.96,-1.23,12.69,13.94,19.94,18.00,1.38,-51.50,-15.25,0.63,0.75,0.01,0.20,98.20,-17.16,15.96,-48.10,0.00,0.00,0.00,0,0,3,3
20.66,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.57,100400.34,24.51,0.00,0.00,0.00,,,0.00,0.00,0,-3.00,-1.18,12.90,17.06,18.69,17.25,1.38,-51.50,-15.25,0.62,0.75,0.01,0.20,98.31,-17.35,16.12,-53.66,0.00,0.00,0.00,0,0,3,3
20.67,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.57,100400.34,24.51,0.00,0.00,0.00,,,0.00,0.00,0,-3.17,-1.16,13.30,19.69,17.81,16.00,1.88,-52.06,-15.25,0.62,0.76,0.01,0.21,98.62,-17.69,16.43,-59.35,0.00,0.00,0.00,0,0,3,3
20.68,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.57,100400.34,24.51,0.00,0.00,0.00,,,0.00,0.00,0,-3.97,-1.30,16.12,22.62,16.06,14.00,1.88,-52.06,-15.25,0.62,0.76,0.01,0.21,98.79,-17.85,16.56,-56.18,0.00,0.00,0.00,0,0,3,3
20.69,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.57,100400.34,24.51,0.00,0.00,0.00,,,0.00,0.00,0,-4.47,-1.44,17.28,23.06,15.12,13.56,1.88,-52.06,-15.25,0.62,0.76,0.01,0.21,98.98,-18.00,16.69,-52.20,0.00,0.00,0.00,0,0,3,3
20.71,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.46,100399.11,24.51,0.00,0.00,0.00,,,0.00,0.00,0,-4.91,-1.59,18.48,23.12,14.44,14.06,0.38,-54.25,-14.50,0.61,0.76,0.01,0.21,99.36,-18.33,16.94,-60.57,0.00,0.00,0.00,0,0,3,3
20.72,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.46,100399.11,24.51,0.00,0.00,0.00,,,0.00,0.00,0,-5.87,-1.61,21.22,23.06,16.06,17.69,0.38,-54.25,-14.50,0.61,0.76,0.01,0.22,99.53,-18.53,17.08,-57.37,0.00,0.00,0.00,0,0,3,3
20.73,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.46,100399.11,24.51,0.00,0.00,0.00,,,0.00,0.00,0,-6.05,-1.68,21.45,22.56,17.38,19.69,0.38,-54.25,-14.50,0.61,0.76,0.01,0.22,99.71,-18.74,17.22,-53.54,0.00,0.00,0.00,0,0,3,3
20.75,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.46,100399.11,24.51,0.00,0.00,0.00,,,0.00,0.00,0,-6.13,-1.51,21.79,19.50,19.50,22.44,0.38,-54.25,-14.50,0.61,0.76,0.01,0.22,100.01,-19.22,17.52,-59.41,0.00,0.00,0.00,0,0,3,3
20.76,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.39,100398.58,24.50,0.00,0.00,0.00,,,0.00,0.00,0,-6.26,-1.57,21.74,17.31,19.81,22.50,-3.69,-56.06,-11.75,0.61,0.76,0.01,0.23,100.12,-19.47,17.68,-63.09,0.00,0.00,0.00,0,0,3,3
20.77,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.39,100398.20,24.50,0.00,0.00,0.00,,,0.00,0.00,0,-6.26,-1.53,21.72,14.88,20.12,22.44,-3.69,-56.06,-11.75,0.60,0.76,0.01,0.23,100.21,-19.72,17.84,-56.87,0.00,0.00,0.00,0,0,3,3
20.79,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.39,100398.20,24.50,0.00,0.00,0.00,,,0.00,0.00,0,-6.09,-1.19,20.99,7.38,21.25,20.56,-3.69,-56.06,-11.75,0.60,0.76,0.01,0.23,100.28,-20.19,18.20,-66.11,0.00,0.00,0.00,0,0,3,3
20.80,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.39,100398.20,24.50,0.00,0.00,0.00,,,0.00,0.00,0,-6.16,-1.21,20.70,1.25,21.50,18.94,-3.69,-56.06,-11.75,0.60,0.76,0.01,0.23,100.23,-20.41,18.38,-65.46,0.00,0.00,0.00,0,0,3,3
20.82,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.39,100398.20,24.50,0.00,0.00,0.00,,,0.00,0.00,0,-5.97,-1.33,20.01,-5.56,20.19,17.38,-8.06,-56.75,-9.75,0.60,0.76,0.01,0.24,100.11,-20.61,18.55,-70.40,0.00,0.00,0.00,0,0,3,3
20.83,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.37,100398.20,24.51,0.00,0.00,0.00,,,0.00,0.00,0,-5.68,-1.38,18.99,-9.81,17.69,14.44,-8.06,-56.75,-9.75,0.60,0.76,0.01,0.24,99.79,-20.91,18.83,-63.11,0.00,0.00,0.00,0,0,3,3
20.84,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.37,100398.05,24.51,0.00,0.00,0.00,,,0.00,0.00,0,-4.34,-1.06,14.12,-12.56,8.38,8.12,-8.06,-56.75,-9.75,0.60,0.76,0.01,0.24,99.65,-21.01,18.90,-37.47,0.00,0.00,0.00,0,0,3,3
21.02,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.22,100396.25,24.51,0.00,0.00,0.00,,,0.00,0.00,0,0.04,0.33,0.13,-24.50,-90.31,-34.31,-22.06,-51.50,-5.50,0.62,0.76,-0.03,0.17,99.86,-16.68,9.89,181.79,0.00,0.00,0.00,0,0,3,3
21.04,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.23,100396.38,24.51,0.00,0.00,0.00,,,0.00,0.00,0,-0.01,0.31,-0.03,-26.62,-96.88,-35.88,-22.06,-51.50,-5.50,0.63,0.76,-0.03,0.15,99.84,-15.69,8.13,145.16,0.00,0.00,0.00,0,0,3,3
21.05,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.23,100396.38,24.51,0.00,0.00,0.00,,,0.00,0.00,0,-0.04,0.28,-0.06,-28.44,-104.62,-36.81,-22.06,-51.50,-5.50,0.63,0.76,-0.04,0.13,99.80,-14.65,6.22,152.41,0.00,0.00,0.00,0,0,3,3
21.07,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.23,100396.38,24.51,0.00,0.00,0.00,,,0.00,0.00,0,-0.05,0.21,-0.13,-28.88,-109.00,-37.19,-21.25,-51.19,-5.88,0.63,0.76,-0.04,0.12,99.77,-14.12,5.21,180.08,0.00,0.00,0.00,0,0,3,3
21.08,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.23,100396.38,24.51,0.00,0.00,0.00,,,0.00,0.00,0,-0.06,0.23,-0.08,-29.50,-112.69,-37.44,-21.25,-51.19,-5.88,0.64,0.76,-0.05,0.11,99.73,-13.57,4.16,142.61,0.00,0.00,0.00,0,0,3,3
21.09,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.03,100393.98,24.51,0.00,0.00,0.00,,,0.00,0.00,0,-0.04,0.28,-0.07,-30.56,-120.38,-37.81,-21.25,-51.19,-5.88,0.64,0.76,-0.06,0.09,99.64,-12.47,1.97,160.52,0.00,0.00,0.00,0,0,3,3
21.10,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.03,100393.98,24.51,0.00,0.00,0.00,,,0.00,0.00,0,-0.00,0.31,-0.01,-31.25,-123.31,-38.19,-21.25,-51.19,-5.88,0.64,0.76,-0.06,0.08,99.58,-11.90,0.83,179.86,0.00,0.00,0.00,0,0,3,3
21.12,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.03,100393.98,24.51,0.00,0.00,0.00,,,0.00,0.00,0,0.02,0.31,0.03,-31.81,-125.94,-38.19,-18.69,-50.00,-9.75,0.64,0.76,-0.07,0.07,99.51,-11.34,-0.34,173.06,0.00,0.00,0.00,0,0,3,3
21.13,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.03,100393.98,24.51,0.00,0.00,0.00,,,0.00,0.00,0,0.07,0.33,0.07,-32.50,-128.06,-38.25,-18.69,-50.00,-9.75,0.65,0.76,-0.08,0.05,99.31,-10.20,-2.72,157.83,0.00,0.00,0.00,0,0,3,3
21.14,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.03,100393.98,24.51,0.00,0.00,0.00,,,0.00,0.00,0,0.14,0.35,0.18,-34.25,-130.00,-38.75,-18.69,-50.00,-9.75,0.65,0.76,-0.08,0.04,99.19,-9.63,-3.91,190.00,0.00,0.00,0.00,0,0,3,3
21.16,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.05,100394.27,24.50,0.00,0.00,0.00,,,0.00,0.00,0,0.21,0.37,0.20,-35.19,-130.56,-38.94,-18.69,-50.00,-9.75,0.65,0.76,-0.09,0.03,99.04,-9.05,-5.12,169.50,0.00,0.00,0.00,0,0,3,3
21.17,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.05,100394.27,24.50,0.00,0.00,0.00,,,0.00,0.00,0,0.21,0.36,0.22,-35.69,-130.44,-39.50,-16.00,-49.88,-8.88,0.65,0.75,-0.09,0.02,98.88,-8.48,-6.32,-247.00,0.00,0.00,0.00,0,0,3,3
21.19,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.05,100394.27,24.50,0.00,0.00,0.00,,,0.00,0.00,0,0.36,0.42,0.35,-37.31,-129.88,-40.69,-16.00,-49.88,-8.88,0.65,0.75,-0.10,-0.00,98.49,-7.33,-8.72,190.00,0.00,0.00,0.00,0,0,3,3
21.20,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.05,100394.27,24.50,0.00,0.00,0.00,,,0.00,0.00,0,0.48,0.39,0.44,-39.12,-130.25,-43.00,-16.00,-49.88,-8.88,0.66,0.75,-0.11,-0.02,98.03,-6.15,-11.11,190.00,0.00,0.00,0.00,0,0,3,3
21.22,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.15,100394.97,24.50,0.00,0.00,0.00,,,0.00,0.00,0,0.52,0.30,0.43,-40.06,-130.88,-44.50,-14.19,-49.75,-9.75,0.66,0.74,-0.11,-0.03,97.76,-5.55,-12.30,186.12,0.00,0.00,0.00,0,0,3,3
21.23,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.15,100395.38,24.50,0.00,0.00,0.00,,,0.00,0.00,0,0.57,0.32,0.48,-41.81,-132.50,-48.38,-14.19,-49.75,-9.75,0.66,0.74,-0.12,-0.06,97.16,-4.31,-14.73,190.00,0.00,0.00,0.00,0,0,3,3
21.25,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.15,100395.38,24.50,0.00,0.00,0.00,,,0.00,0.00,0,0.87,0.71,0.95,-43.56,-133.38,-50.81,-14.19,-49.75,-9.75,0.66,0.74,-0.12,-0.07,96.83,-3.66,-15.96,190.00,0.00,0.00,0.00,0,0,3,3
21.26,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.15,100395.38,24.50,0.00,0.00,0.00,,,0.00,0.00,0,0.95,0.80,1.09,-46.44,-133.81,-53.50,-14.19,-49.75,-9.75,0.66,0.73,-0.13,-0.08,96.46,-3.00,-17.19,190.00,0.00,0.00,0.00,0,0,3,3
