Time,Altitude,OrientX,OrientY,OrientZ,VelX,VelY,VelZ,Battery,TimeSinceStartup,Longitude,Latitude,State,Frame,Longitude Change,Latitude Change,RSSI,SNR
22:51:24.270125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0032155513763428,0.0,0.0,0,0,0.0,0.0,-38,9.5
22:51:25.270234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0032451152801514,0.0,0.0,0,1,0.0,0.0,-42,9.5
22:51:26.270367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0035383701324463,0.0,0.0,0,2,0.0,0.0,-41,10.25
22:51:27.272998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.003669738769531,0.0,0.0,0,3,0.0,0.0,-41,9.75
22:51:28.275068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0035400390625,0.0,0.0,0,4,0.0,0.0,-41,9.5
22:51:29.278529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0035400390625,0.0,0.0,0,5,0.0,0.0,-40,10.0
22:51:30.279863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.003496170043945,0.0,0.0,0,6,0.0,0.0,-42,10.25
22:51:31.282309,143.73541259765625,91.93724060058594,-87.98655700683594,92.16917419433594,-0.0012569976970553398,0.0009462989401072264,0.0009740013629198074,14.571249961853027,8.003334045410156,0.0,0.0,4,7,0.0,0.0,-42,10.25
22:51:32.284025,143.73439025878906,91.92432403564453,-87.98684692382812,92.20024108886719,0.00045938417315483093,-0.0004961274098604918,0.00041666626930236816,14.573749542236328,9.003458023071289,0.0,0.0,4,8,0.0,0.0,-39,9.75
22:51:33.316919,143.7328643798828,91.65558624267578,-87.98471069335938,92.4868392944336,-0.00010367948561906815,-0.0008865587878972292,0.0012555383145809174,14.569999694824219,10.053409576416016,0.0,0.0,4,9,0.0,0.0,-42,10.0
22:51:34.320273,143.7328643798828,91.79217529296875,-87.98112487792969,92.36406707763672,6.0344114899635315e-05,0.00047370162792503834,0.0001363120973110199,14.574999809265137,11.053386688232422,0.0,0.0,4,10,0.0,0.0,-40,10.0
22:51:35.322044,143.7328643798828,91.78604888916016,-87.98140716552734,92.36786651611328,0.0005383752286434174,-0.0010515283793210983,-0.0006637200713157654,14.5600004196167,12.053384780883789,0.0,0.0,4,11,0.0,0.0,-39,10.0
22:51:36.324503,143.7328643798828,92.0298080444336,-87.9779281616211,92.18414306640625,0.00020370259881019592,0.0015761761460453272,0.00020893476903438568,14.563750267028809,13.053451538085938,0.0,0.0,4,12,0.0,0.0,-37,9.75
22:51:37.368181,143.7328643798828,92.01799011230469,-87.98558044433594,92.21308135986328,0.0012376001104712486,-0.0002820210065692663,-9.71127301454544e-05,14.563750267028809,14.103341102600098,0.0,0.0,4,13,0.0,0.0,-36,10.5
22:51:38.369695,143.7328643798828,92.00054931640625,-87.98538970947266,92.21343994140625,-0.00019089970737695694,-0.00043191155418753624,0.00025285035371780396,14.55875015258789,15.1033935546875,0.0,0.0,4,14,0.0,0.0,-35,9.75
22:51:39.372031,143.7328643798828,91.75179290771484,-87.99903869628906,92.3261947631836,0.0017189495265483856,0.0010822985786944628,-3.213807940483093e-05,14.571249961853027,16.103382110595703,0.0,0.0,4,15,0.0,0.0,-35,10.0
22:51:40.372158,143.7328643798828,91.02247619628906,-87.99483489990234,92.30883026123047,-0.0003171553835272789,0.00040452275425195694,-0.00032614730298519135,14.582500457763672,17.10333824157715,0.0,0.0,4,16,0.0,0.0,-35,10.0
22:51:41.374990,143.7328643798828,91.22547912597656,-87.99708557128906,92.21843719482422,0.0014270087704062462,0.00030240206979215145,-0.0006859693676233292,14.568750381469727,18.103361129760742,0.0,0.0,4,17,0.0,0.0,-35,9.75
22:51:42.418458,143.7328643798828,91.20515441894531,-88.0026626586914,92.3054428100586,0.0013836054131388664,-0.0004246023017913103,-0.0011155661195516586,14.571249961853027,19.153305053710938,0.0,0.0,4,18,0.0,0.0,-36,9.75
22:51:43.419256,143.7328643798828,90.8343505859375,-87.99385833740234,92.65140533447266,-0.0005207071080803871,-0.0021241051144897938,0.0035807881504297256,14.578749656677246,20.153348922729492,0.0,0.0,4,19,0.0,0.0,-36,9.75
22:51:44.420210,143.7328643798828,91.15682983398438,-87.98762512207031,92.0166015625,-0.00022699963301420212,-0.0016002790071070194,-0.0022106915712356567,14.569999694824219,21.153343200683594,0.0,0.0,4,20,0.0,0.0,-35,10.75
22:51:45.422033,143.7328643798828,89.99169158935547,-87.99708557128906,91.94756317138672,0.0014965366572141647,0.0002609812654554844,-0.0006255339831113815,14.56624984741211,22.153345108032227,0.0,0.0,4,21,0.0,0.0,-35,9.75
22:51:46.424570,143.7328643798828,90.060791015625,-88.0024642944336,92.0420150756836,0.00017583835870027542,-0.00033854972571134567,0.00018112920224666595,14.578749656677246,23.153348922729492,0.0,0.0,4,22,0.0,0.0,-35,9.75
22:51:47.426992,143.7328643798828,90.28498840332031,-88.007568359375,91.83855438232422,-0.00012641306966543198,-0.0004453682340681553,0.0005473271012306213,14.568750381469727,24.153287887573242,0.0,0.0,4,23,0.0,0.0,-37,10.0
22:51:48.428055,143.7328643798828,90.29979705810547,-88.00688171386719,92.02513122558594,0.0017526783049106598,0.00020981812849640846,-0.0015411525964736938,14.567500114440918,25.153329849243164,0.0,0.0,4,24,0.0,0.0,-40,10.25
22:51:49.430985,143.7328643798828,80.80039978027344,-88.06315612792969,86.33711242675781,0.0021792547777295113,0.00029589072801172733,0.00012079998850822449,14.56624984741211,26.153356552124023,0.0,0.0,4,25,0.0,0.0,-40,10.0
22:51:50.467250,143.7328643798828,80.3406982421875,-88.06841278076172,86.8399658203125,0.0005942285060882568,0.00033624633215367794,0.0005978010594844818,14.577500343322754,27.203327178955078,0.0,0.0,4,26,0.0,0.0,-44,9.75
22:51:51.470046,143.7328643798828,79.12808227539062,-88.0840835571289,88.09124755859375,0.0011692540720105171,0.0006234939210116863,0.0011589080095291138,14.569999694824219,28.203332901000977,0.0,0.0,4,27,0.0,0.0,-41,10.25
22:51:52.469825,143.7328643798828,78.57776641845703,-88.09781646728516,88.68122100830078,-8.945818990468979e-05,-0.00044579943642020226,0.0002649538218975067,14.573749542236328,29.203336715698242,0.0,0.0,4,28,0.0,0.0,-42,10.5
