Time,Altitude,OrientX,OrientY,OrientZ,VelX,VelY,VelZ,Battery,TimeSinceStartup,Longitude,Latitude,State,Frame,Longitude Change,Latitude Change,RSSI,SNR,SensorByte
03:32:37.758366,2347.995849609375,100.79888153076172,88.13175964355469,138.7753143310547,0.001169385388493538,-9.565870277583599e-05,-0.0013644900172948837,15.098750114440918,1.0369298458099365,-0.00020852872694376856,-0.0,4,0,0.0,0.0,-52,9.5,248
03:32:38.753581,2348.02001953125,100.79561614990234,88.12632751464844,138.7635040283203,0.00032153259962797165,0.0004333395045250654,-0.0007353443652391434,15.100000381469727,2.036785840988159,-0.00010059363557957113,0.0,4,1,0.00010793509136419743,0.0,-52,10.0,248
03:32:39.754600,2348.0078125,100.70157623291016,88.12882995605469,138.67979431152344,0.00012665987014770508,-0.0008119521662592888,-0.00024292990565299988,15.101249694824219,3.0368096828460693,-0.00014108812320046127,0.0,4,2,6.744060374330729e-05,0.0,-51,9.75,248
03:32:40.757582,2347.984130859375,100.669189453125,88.12090301513672,138.64053344726562,-0.0011493135243654251,0.0005264852661639452,-0.0009482596069574356,15.09375,4.03678035736084,2.1176708742132178e-06,-0.0,4,3,0.00021064639781798178,0.0,-52,10.0,248
03:32:41.760779,2348.0576171875,100.62602996826172,88.12506866455078,138.59771728515625,0.0003893952816724777,0.0006250359583646059,-0.00010565854609012604,15.100000381469727,5.036774635314941,-0.00022812611132394522,-0.0,4,4,-1.9597384380176663e-05,0.0,-52,9.75,248
03:32:42.760641,2348.0419921875,100.60380554199219,88.12215423583984,138.48788452148438,0.00035424157977104187,0.001579229487106204,-0.0005194544792175293,15.102499961853027,6.037092208862305,-0.00023911322932690382,-0.0,4,5,-3.058450238313526e-05,0.0,-54,9.75,248
03:32:43.763553,2348.056640625,100.52737426757812,88.11882019042969,138.5375518798828,-0.0009386604651808739,-0.0001705994363874197,-0.0009133815765380859,15.103750228881836,7.037046432495117,-0.0001245378516614437,0.0,4,6,8.399087528232485e-05,0.0,-54,10.0,248
03:32:44.764585,2348.081787109375,100.38400268554688,88.1136245727539,138.5732421875,0.0006124302744865417,0.00015152804553508759,-0.0002727434039115906,15.102499961853027,8.037063598632812,-0.0004265397437848151,0.0,4,7,-0.0002180110168410465,0.0,-53,9.5,248
03:32:45.801695,2348.02001953125,100.45046997070312,88.1164321899414,138.56068420410156,-0.0004791524261236191,0.0009873006492853165,0.0006952639669179916,15.108750343322754,9.087038040161133,-0.00023810690618120134,-0.0,4,8,-2.9578179237432778e-05,0.0,-52,10.25,248
03:32:46.804571,2348.038330078125,100.43821716308594,88.1126937866211,138.4901580810547,-0.0005210265517234802,0.0014309249818325043,0.0005781147629022598,15.103750228881836,10.087018966674805,-0.00024124023912008852,-0.0,4,9,-3.271151217631996e-05,0.0,-52,10.25,248
03:32:47.804631,2348.021484375,100.38526916503906,88.12173461914062,138.4150390625,0.0002374863252043724,-0.0010393874254077673,-0.001889597624540329,15.111249923706055,11.087244033813477,-0.00037691049510613084,-0.0,4,10,-0.00016838176816236228,0.0,-50,9.75,248
03:32:48.807576,2347.99853515625,100.7086181640625,88.1224594116211,138.69430541992188,0.0007096277549862862,0.00044807628728449345,9.318627417087555e-05,15.101249694824219,12.087072372436523,-0.0002119445998687297,-0.0,4,11,-3.4158729249611497e-06,0.0,-50,10.5,248
03:32:49.852566,2347.973388671875,100.74192810058594,88.12653350830078,138.7187957763672,-0.0005438076332211494,-0.0011363951489329338,0.00027954019606113434,15.103750228881836,13.137029647827148,-2.5681047191028483e-05,0.0,4,12,0.00018284767975274008,0.0,-50,10.0,248
03:32:50.853637,2347.950927734375,100.80670928955078,88.1164321899414,138.7640838623047,-0.00040846411138772964,-0.0001621190458536148,0.0002452600747346878,15.108750343322754,14.13702392578125,2.0711281649710145e-06,-0.0,4,13,0.00021059985510873958,0.0,-51,9.75,248
03:32:51.854564,2348.02001953125,101.03291320800781,88.1192398071289,138.89186096191406,0.0012965919449925423,0.001142018474638462,-0.001766124740242958,15.100000381469727,15.136828422546387,-6.124340870883316e-05,-0.0,4,14,0.0001472853182349354,0.0,-53,9.5,248
03:32:52.858639,2347.984130859375,101.00142669677734,88.12590789794922,139.01783752441406,0.00032590795308351517,-0.0005784046370536089,-0.0005496125668287277,15.098750114440918,16.136911392211914,4.2904943256871775e-05,-0.0,4,15,0.00025143367020064034,0.0,-54,9.5,248
