Time,Altitude,OrientX,OrientY,OrientZ,VelX,VelY,VelZ,Battery,TimeSinceStartup,Longitude,Latitude,State,Frame,Longitude Change,Latitude Change,RSSI,SNR
22:44:14.223364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0032312870025635,0.0,0.0,0,0,0.0,0.0,-41,9.5
22:44:15.234161,144.04844665527344,79.1063232421875,-88.21556091308594,90.623046875,0.0015229927375912666,0.0042335279285907745,-0.0045141857117414474,14.616250038146973,2.0198843479156494,0.0,0.0,4,1,0.0,0.0,-38,9.75
22:44:16.252690,143.92965698242188,78.13746643066406,-88.20648193359375,89.86376953125,0.0011065220460295677,0.0022163530811667442,0.0011840332299470901,14.618749618530273,3.0367016792297363,0.0,0.0,4,2,0.0,0.0,-36,10.0
22:44:17.254290,143.89549255371094,77.90968322753906,-88.22480010986328,90.14433288574219,-0.0013566138222813606,0.01521268393844366,0.013424377888441086,14.623749732971191,4.036838531494141,0.0,0.0,4,3,0.0,0.0,-43,9.5
22:44:18.255255,143.85317993164062,77.85425567626953,-88.21775817871094,90.15640258789062,0.0006345147266983986,0.0005570028442889452,-0.0026973113417625427,14.617500305175781,5.0368452072143555,0.0,0.0,4,4,0.0,0.0,-40,10.0
22:44:19.257106,143.8164825439453,75.86408996582031,-88.24130249023438,89.14985656738281,0.003581564873456955,0.01322383712977171,0.004971768707036972,14.617500305175781,6.0367021560668945,0.0,0.0,4,5,0.0,0.0,-35,9.75
22:44:20.259253,143.4402313232422,75.74675750732422,-88.24130249023438,89.57141876220703,0.08218787610530853,0.0012871581129729748,-0.0007277987897396088,14.62125015258789,7.0367045402526855,0.0,0.0,4,6,0.0,0.0,-38,9.75
22:44:21.260311,143.54830932617188,80.34123992919922,-88.21556091308594,91.34403228759766,0.03444037586450577,0.0008358103223145008,0.003741329535841942,14.619999885559082,8.036706924438477,0.0,0.0,4,7,0.0,0.0,-37,9.5
22:44:22.262279,143.74917602539062,84.57351684570312,-88.21643829345703,91.47858428955078,0.0022726086899638176,0.0023389931302517653,0.0028176195919513702,14.6274995803833,9.036835670471191,0.0,0.0,4,8,0.0,0.0,-36,10.0
22:44:23.303282,143.79200744628906,84.69632720947266,-88.17768859863281,91.56341552734375,0.0027220314368605614,-0.0008055523503571749,-0.0056420620530843735,14.6274995803833,10.086732864379883,0.0,0.0,4,9,0.0,0.0,-36,10.25
22:44:24.305661,143.79200744628906,86.51626586914062,-88.17650604248047,94.42039489746094,0.0010760556906461716,-0.012715714983642101,0.011550161987543106,14.617500305175781,11.086722373962402,0.0,0.0,4,10,0.0,0.0,-37,9.75
22:44:25.307480,143.79660034179688,56.17586135864258,-87.89707946777344,127.22064208984375,0.15334928035736084,0.027169926092028618,-0.0034912526607513428,14.618749618530273,12.086735725402832,0.0,0.0,4,11,0.0,0.0,-41,9.75
22:44:26.335641,143.7068634033203,72.3191146850586,-88.07135772705078,116.95356750488281,0.20086197555065155,0.019357355311512947,-0.004152590408921242,14.619999885559082,13.119871139526367,0.0,0.0,4,12,0.0,0.0,-37,10.0
22:44:27.338146,143.57073974609375,66.80513763427734,-87.6511459350586,129.4250946044922,0.27038782835006714,0.005399319808930159,-0.03256535157561302,14.619999885559082,14.11967658996582,0.0,0.0,4,13,0.0,0.0,-36,10.0
22:44:28.339414,143.5732879638672,69.54092407226562,-87.44878387451172,135.6692352294922,0.0003419704735279083,-9.546545334160328e-05,0.002269912511110306,14.625,15.119890213012695,0.0,0.0,4,14,0.0,0.0,-35,9.75
22:44:29.351342,143.61459350585938,67.99110412597656,-87.71688842773438,132.70387268066406,-0.40167176723480225,0.03659645467996597,0.008249476552009583,14.617500305175781,16.136714935302734,0.0,0.0,4,15,0.0,0.0,-35,10.0
22:44:30.353413,143.5865478515625,86.79518127441406,-88.18619537353516,91.27217102050781,-0.39048686623573303,0.13091586530208588,-0.025183752179145813,14.623749732971191,17.136693954467773,0.0,0.0,4,16,0.0,0.0,-35,10.0
22:44:31.355477,143.63650512695312,88.23773956298828,-88.15602111816406,89.64479064941406,0.14020216464996338,-0.0011311828857287765,0.00039605237543582916,14.619999885559082,18.1367130279541,0.0,0.0,4,17,0.0,0.0,-37,9.25
22:44:32.357152,143.6171417236328,88.78541564941406,-88.16976165771484,90.29890441894531,0.26541784405708313,0.06690627336502075,-0.00784318894147873,14.619999885559082,19.136667251586914,0.0,0.0,4,18,0.0,0.0,-37,9.75
22:44:33.359174,143.58807373046875,90.1731948852539,-88.14100646972656,90.03765106201172,0.09240170568227768,-0.00013726414181292057,-0.019265789538621902,14.6274995803833,20.13669776916504,0.0,0.0,4,19,0.0,0.0,-38,9.5
22:44:34.384725,143.5855255126953,91.14543151855469,-88.14722442626953,90.36881256103516,-0.04689830169081688,-0.0030748017597943544,0.0018142294138669968,14.626250267028809,21.169830322265625,0.0,0.0,4,20,0.0,0.0,-37,9.25
22:44:35.401424,143.57737731933594,91.54879760742188,-88.14500427246094,91.52401733398438,0.01806597411632538,-0.0001217906828969717,-0.0023978296667337418,14.626250267028809,22.186294555664062,0.0,0.0,4,21,0.0,0.0,-36,9.5
22:44:36.403818,143.5442352294922,80.92244720458984,-88.16133117675781,103.28182220458984,0.051834989339113235,0.01679970696568489,-0.004558904096484184,14.6274995803833,23.186298370361328,0.0,0.0,4,22,0.0,0.0,-37,9.5
22:44:37.406593,143.49427795410156,93.06714630126953,-88.10989379882812,92.1041259765625,-0.03182867169380188,-0.0070791724137961864,0.003239750862121582,14.626250267028809,24.18630599975586,0.0,0.0,4,23,0.0,0.0,-37,10.25
22:44:38.434282,143.50906372070312,83.87299346923828,-88.167724609375,92.71033477783203,0.0003454405814409256,-0.014201216399669647,0.004737561568617821,14.62874984741211,25.21988296508789,0.0,0.0,4,24,0.0,0.0,-38,9.75
22:44:39.456365,143.5075225830078,68.65057373046875,-87.75152587890625,126.57379150390625,0.9539611339569092,-0.08125566691160202,-0.01887175440788269,14.626250267028809,26.236295700073242,0.0,0.0,4,25,0.0,0.0,-36,9.75
22:44:40.488220,143.51161193847656,66.90718841552734,-87.53390502929688,135.10389709472656,-0.0014326460659503937,-0.003991879057139158,0.012259133160114288,14.625,27.26984977722168,0.0,0.0,4,26,0.0,0.0,-38,9.5
22:44:41.502451,143.53404235839844,100.96354675292969,-88.11321258544922,92.29481506347656,-0.6425703763961792,-0.03434210270643234,0.03157985955476761,14.626250267028809,28.28628921508789,0.0,0.0,4,27,0.0,0.0,-38,9.5
22:44:42.534821,143.5131378173828,58.88917922973633,-87.6644287109375,132.18032836914062,0.002123354934155941,-0.0002491388004273176,0.0017864853143692017,14.626250267028809,29.319839477539062,0.0,0.0,4,28,0.0,0.0,-36,9.75
22:44:43.536793,143.45909118652344,62.400604248046875,-87.83453369140625,126.32698059082031,-0.3597448766231537,0.136872798204422,0.007386188954114914,14.625,30.319854736328125,0.0,0.0,4,29,0.0,0.0,-35,9.5
22:44:44.538583,143.47744750976562,66.16583251953125,-87.95176696777344,122.3322982788086,-0.000746728852391243,-0.002626094501465559,-0.0009922012686729431,14.625,31.320072174072266,0.0,0.0,4,30,0.0,0.0,-36,9.75
22:44:45.585345,143.39537048339844,85.83344268798828,-88.15782165527344,87.13274383544922,-0.20388033986091614,0.006115811411291361,-0.004914751276373863,14.626250267028809,32.36994171142578,0.0,0.0,4,31,0.0,0.0,-37,9.75
22:44:46.587104,143.45654296875,86.63297271728516,-88.14521789550781,85.76966857910156,0.002289530821144581,-0.00107223866507411,0.00014569982886314392,14.632499694824219,33.370147705078125,0.0,0.0,4,32,0.0,0.0,-34,9.5
22:44:47.602546,143.49273681640625,86.05901336669922,-88.1490249633789,86.4019775390625,0.001313619315624237,-0.0011869805166497827,-0.001155046746134758,14.625,34.38630294799805,0.0,0.0,4,33,0.0,0.0,-34,10.0
22:44:48.604174,143.52230834960938,85.34955596923828,-88.15209197998047,87.17603302001953,0.0038789985701441765,0.002077837008982897,-0.0008842907845973969,14.62874984741211,35.38630676269531,0.0,0.0,4,34,0.0,0.0,-35,9.75
22:44:49.605596,143.5248565673828,85.07701873779297,-88.15814208984375,87.50285339355469,0.0008441666141152382,-0.0003007876221090555,-0.0004391651600599289,14.625,36.38632583618164,0.0,0.0,4,35,0.0,0.0,-36,9.75
22:44:50.636465,143.60133361816406,85.07559204101562,-88.15973663330078,87.56370544433594,0.0010240580886602402,-0.0006229390855878592,-0.0002219080924987793,14.6225004196167,37.41999053955078,0.0,0.0,4,36,0.0,0.0,-44,9.75
22:44:51.637180,143.62733459472656,90.25572204589844,-88.12737274169922,88.24590301513672,0.46484169363975525,0.016657967120409012,-0.0008894149214029312,14.625,38.42005920410156,0.0,0.0,4,37,0.0,0.0,-38,9.5
22:44:52.638853,143.61204528808594,91.06063842773438,-88.16345977783203,95.6446533203125,-0.020448122173547745,0.02195264771580696,-0.007003461942076683,14.623749732971191,39.419857025146484,0.0,0.0,4,38,0.0,0.0,-36,9.75
22:44:53.652237,143.5564727783203,96.01142883300781,-88.16622924804688,90.861572265625,0.0022819051519036293,0.0065733944065868855,-0.00018766149878501892,14.625,40.436336517333984,0.0,0.0,4,39,0.0,0.0,-35,9.75
