Time,Altitude,OrientX,OrientY,OrientZ,VelX,VelY,VelZ,Battery,TimeSinceStartup,Longitude,Latitude,State,Frame,Longitude Change,Latitude Change,RSSI,SNR
22:37:13.977837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.003202199935913,0.0,0.0,0,0,112,37,-45,9.25
22:37:14.992662,143.6778106689453,96.38471984863281,-88.26922607421875,88.80018615722656,-0.0009976206347346306,0.0004977202042937279,0.0003266427665948868,14.671250343322754,2.019742965698242,0.0,0.0,4,1,110,39,-47,9.75
22:37:15.994692,143.70431518554688,96.43470001220703,-88.26470947265625,88.81536865234375,-0.0005668345838785172,-0.0013355199480429292,0.00041490234434604645,14.676250457763672,3.02001690864563,0.0,0.0,4,2,107,40,-50,10.0
22:37:16.996530,143.66200256347656,96.22737121582031,-88.2657241821289,89.06139373779297,0.0004250919446349144,-0.0003288337029516697,0.0001611020416021347,14.676250457763672,4.020349979400635,0.0,0.0,4,3,108,39,-49,9.75
22:37:17.998613,143.66200256347656,96.35125732421875,-88.26606750488281,88.98596954345703,-0.0005306685343384743,-0.0007042272482067347,0.0007326975464820862,14.675000190734863,5.019996643066406,0.0,0.0,4,4,108,40,-49,10.0
22:37:19.005807,143.66964721679688,96.37316131591797,-88.25952911376953,88.93883514404297,-0.0020796023309230804,-0.0014930499019101262,0.001021742820739746,14.675000190734863,6.02000617980957,0.0,0.0,4,5,110,40,-47,10.0
22:37:20.001732,143.70431518554688,96.2343978881836,-88.2579574584961,89.09371185302734,0.0020066900178790092,-0.0016240362310782075,0.000389954075217247,14.676250457763672,7.020002365112305,0.0,0.0,4,6,110,41,-47,10.25
22:37:21.003925,143.67881774902344,96.06828308105469,-88.2627944946289,89.21732330322266,2.2176653146743774e-05,-0.00043978658504784107,-0.00021784193813800812,14.677499771118164,8.020030975341797,0.0,0.0,4,7,109,39,-48,9.75
22:37:22.006644,143.67117309570312,96.00541687011719,-88.26686096191406,89.21624755859375,-0.0001271301880478859,1.2244796380400658e-05,0.0010410211980342865,14.673749923706055,9.020387649536133,0.0,0.0,4,8,113,40,-44,10.0
22:37:23.009647,143.68545532226562,96.25565338134766,-88.2673110961914,88.9853286743164,0.0014217216521501541,0.0006781804841011763,-0.0004226379096508026,14.676250457763672,10.036598205566406,0.0,0.0,4,9,113,40,-44,10.0
22:37:24.042732,143.70941162109375,96.31985473632812,-88.2696762084961,89.00373840332031,-0.0007117176428437233,0.0010867943055927753,-5.223974585533142e-05,14.673749923706055,11.0700101852417,0.0,0.0,4,10,112,38,-45,9.5
22:37:25.044786,143.7068634033203,96.3091812133789,-88.26595306396484,89.0040512084961,0.0009723706170916557,-0.0009737025247886777,-0.0011310800909996033,14.675000190734863,12.070001602172852,0.0,0.0,4,11,113,38,-44,9.5
22:37:26.046723,143.72369384765625,96.66020965576172,-88.26032257080078,88.67711639404297,0.0013226615265011787,0.0002542103175073862,0.00032797642052173615,14.675000190734863,13.070022583007812,0.0,0.0,4,12,112,39,-45,9.75
22:37:27.050476,143.73184204101562,96.37310028076172,-88.26054382324219,89.00968170166016,-0.001993113197386265,0.00021108007058501244,-0.00039798952639102936,14.681249618530273,14.069990158081055,0.0,0.0,4,13,111,39,-46,9.75
22:37:28.050779,143.71859741210938,96.21687316894531,-88.26934051513672,89.14776611328125,0.0009695207700133324,-0.0002635587006807327,0.0006787236779928207,14.677499771118164,15.070024490356445,0.0,0.0,4,14,114,40,-43,10.0
22:37:29.092742,143.75938415527344,99.80249786376953,-88.24866485595703,93.3991928100586,0.5240048170089722,0.006630237214267254,0.000915156677365303,14.673749923706055,16.12002182006836,0.0,0.0,4,15,117,39,-40,9.75
22:37:30.095259,143.67526245117188,110.76899719238281,-88.22193908691406,97.89396667480469,0.09006086736917496,0.002505009528249502,0.0010347403585910797,14.675000190734863,17.1199951171875,0.0,0.0,4,16,120,39,-37,9.75
22:37:31.096750,143.68545532226562,116.14483642578125,-88.2163314819336,96.284423828125,0.05370119959115982,0.002719506388530135,-0.00025115907192230225,14.673749923706055,18.119998931884766,0.0,0.0,4,17,120,40,-37,10.0
22:37:32.098805,143.647216796875,117.5888442993164,-88.19549560546875,95.0771255493164,-0.00027678441256284714,-0.000290887663140893,0.0010583549737930298,14.673749923706055,19.120044708251953,0.0,0.0,4,18,121,44,-36,11.0
22:37:33.100719,143.75682067871094,118.54741668701172,-88.16494750976562,93.97222137451172,-0.04531853646039963,-0.00013026385568082333,0.00017788447439670563,14.673749923706055,20.12004852294922,0.0,0.0,4,19,121,41,-36,10.25
22:37:34.141791,143.82005310058594,115.31437683105469,-88.17832946777344,94.23703002929688,-0.5525135397911072,-0.01672274060547352,0.002245936542749405,14.673749923706055,21.170000076293945,0.0,0.0,4,20,118,39,-39,9.75
22:37:35.143754,143.80067443847656,98.21994018554688,-88.25975799560547,82.41368103027344,-0.24841660261154175,-0.0037382044829428196,-0.001047760248184204,14.675000190734863,22.16998863220215,0.0,0.0,4,21,112,39,-45,9.75
22:37:36.146197,143.7726287841797,85.93991088867188,-88.20288848876953,82.76986694335938,-3.4895725548267365e-05,0.000894417054951191,6.775371730327606e-05,14.673749923706055,23.169979095458984,0.0,0.0,4,22,105,41,-52,10.25
22:37:37.193590,143.76600646972656,84.72137451171875,-88.20331573486328,83.08961486816406,0.010639162734150887,0.0007183116395026445,0.00017439574003219604,14.672499656677246,24.220012664794922,0.0,0.0,4,23,111,40,-46,10.0
22:37:38.200755,143.75938415527344,85.27883911132812,-88.21697998046875,83.80720520019531,0.00019534211605787277,0.0013905609957873821,-6.788596510887146e-05,14.675000190734863,25.220020294189453,0.0,0.0,4,24,110,40,-47,10.0
22:37:39.195732,143.75836181640625,82.0918197631836,-88.2513427734375,86.99674224853516,-0.0015437649562954903,-0.0038492297753691673,8.696131408214569e-05,14.673749923706055,26.22001075744629,0.0,0.0,4,25,101,39,-56,9.75
22:37:40.243803,143.7435760498047,70.45249938964844,-88.2879867553711,98.64155578613281,-0.0003455961123108864,0.02244771271944046,-0.002364344894886017,14.673749923706055,27.269996643066406,0.0,0.0,4,26,104,39,-53,9.75
