Time,Altitude,OrientX,OrientY,OrientZ,VelX,VelY,VelZ,Battery,TimeSinceStartup,Longitude,Latitude,State,Frame,Longitude Change,Latitude Change,RSSI,SNR,SensorByte
03:18:50.982697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.003429889678955,0.0,0.0,0,0,0.0,0.0,-35,9.75,0
03:18:51.967210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.003319263458252,0.0,0.0,0,1,0.0,0.0,-35,10.25,0
03:18:52.971076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0033555030822754,0.0,0.0,0,2,0.0,0.0,-34,9.5,0
03:18:53.970113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.003771781921387,0.0,0.0,0,3,0.0,0.0,-37,9.25,0
03:18:54.976108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005807876586914,0.0,0.0,0,4,0.0,0.0,-35,10.0,0
03:18:55.979197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.003320693969727,0.0,0.0,0,5,0.0,0.0,-36,10.5,0
03:18:56.997130,2347.47998046875,172.0795135498047,-3.8734917640686035,85.40857696533203,-0.001722872257232666,-0.00047392549458891153,-0.006891019642353058,15.244999885559082,7.036503791809082,0.00023751708795316517,-0.0,4,6,0.00023751708795316517,-0.0,-35,10.25,248
03:18:57.999408,2347.43994140625,172.06781005859375,-3.7870962619781494,85.42431640625,0.0011662887409329414,-0.0003230792935937643,0.004808070138096809,15.237500190734863,8.036480903625488,-0.0001462662621634081,-0.0,4,7,-0.0001462662621634081,-0.0,-35,11.0,248
03:18:59.001184,2347.48095703125,172.089111328125,-3.760249376296997,85.42327117919922,0.002032000571489334,-0.0009539192542433739,-0.001114657148718834,15.234999656677246,9.036529541015625,-0.0002438979281578213,0.0,4,8,-0.0002438979281578213,0.0,-35,10.0,248
03:19:00.003120,2347.38330078125,172.0615997314453,-3.9243977069854736,85.42646026611328,0.005627811886370182,-0.004036541096866131,-0.020403683185577393,15.243749618530273,10.036571502685547,-0.0007306115003302693,0.0,4,9,-0.0007306115003302693,0.0,-35,10.0,248
03:19:01.006138,2347.41748046875,172.184326171875,-3.493626832962036,85.74893188476562,0.012855706736445427,0.006060375366359949,-0.019343242049217224,15.244999885559082,11.036754608154297,-0.0015843292931094766,-0.0,4,10,-0.0015843292931094766,-0.0,-36,10.75,248
03:19:02.016096,2347.44677734375,173.95191955566406,-2.6266672611236572,86.25870513916016,0.0008769864216446877,0.025239409878849983,0.0032173600047826767,15.236249923706055,12.053201675415039,0.001210219576023519,-0.0,4,11,0.001210219576023519,-0.0,-36,10.0,248
03:19:03.016195,2347.43603515625,173.0714569091797,-2.5845017433166504,86.29138946533203,0.0010030297562479973,0.0015965248458087444,-0.0006563141942024231,15.24625015258789,13.052998542785645,0.0005775101599283516,0.0,4,12,0.0005775101599283516,0.0,-36,10.5,248
03:19:04.019202,2347.44921875,172.25791931152344,-2.5538523197174072,86.33123779296875,0.002523980103433132,-0.005087877623736858,-0.004337310791015625,15.242500305175781,14.053024291992188,-0.00018968967196997255,0.0,4,13,-0.00018968967196997255,0.0,-37,10.0,248
03:19:05.019199,2347.466064453125,171.91603088378906,-2.4896013736724854,86.35441589355469,0.0011121546849608421,-0.0025169095024466515,-0.008653294295072556,15.248749732971191,15.05302906036377,-0.0002454742498230189,0.0,4,14,-0.0002454742498230189,0.0,-36,9.5,248
03:19:06.047410,2347.475341796875,171.8113555908203,-2.434922933578491,86.37840270996094,-0.0006082514300942421,-0.00026631448417901993,0.004145413637161255,15.242500305175781,16.08647918701172,-9.509418305242434e-05,-0.0,4,15,-9.509418305242434e-05,-0.0,-36,9.75,248
03:19:07.049196,2347.498291015625,171.7532501220703,-2.4446828365325928,86.34861755371094,-0.0014844555407762527,-0.00423227297142148,0.006945176050066948,15.231249809265137,17.086488723754883,-2.1861471395823173e-05,0.0,4,16,-2.1861471395823173e-05,0.0,-36,9.5,248
03:19:08.065329,2347.44677734375,171.75582885742188,-2.4271087646484375,86.34851837158203,-0.00045784562826156616,-0.0015785356517881155,-0.0002921000123023987,15.236249923706055,18.10301399230957,-0.00015351564798038453,-0.0,4,17,-0.00015351564798038453,-0.0,-36,10.0,248
03:19:09.065285,2347.45849609375,171.74615478515625,-2.465775489807129,86.35076904296875,-0.00030830223113298416,-0.0019663264974951744,-0.0014613252133131027,15.24625015258789,19.103185653686523,-0.0001797281438484788,0.0,4,18,-0.0001797281438484788,0.0,-37,9.75,248
03:19:10.069241,2347.48095703125,171.74264526367188,-2.4796061515808105,86.33536529541016,-0.0008125463500618935,-0.0050343675538897514,0.0028301123529672623,15.244999885559082,20.10320281982422,-0.00011663306941045448,0.0,4,19,-0.00011663306941045448,0.0,-37,10.0,248
